X,Y,POINT_X,POINT_Y,ID2,Elevation,Analytical Hillshading,Convergence Index,Total Catchment Area,Topographic Wetness Index,LS-Factor,Channel Network Base Level,Channel Network Distance,Valley Depth,Relative Slope Position,Slope,Aspect,TRASP,Profile Curvature,Plan Curvature,Tangential Curvature,Total Insolation,Cookwest cells clusterID 20191125
492888.3592,5181032.839,492888.3592,5181032.84,540,809.41272,0.685958,1.912693,278.669281,4.149233,2.683264,779.719238,29.693481,0.484619,0.983941,14.44196,14.671804,0.017786277,0.000006,0.007683,0.001916,1422.570435,1
492905.7913,5181027.675,492905.7913,5181027.675,541,811.72305,0.656635,3.837796,229.336304,3.778044,3.191364,779.725525,31.997498,0,1,17.077204,10.99802,0.027246338,0.004989,0.010786,0.003167,1352.925781,1
492949.0801,5181016.254,492949.0801,5181016.254,542,810.54212,0.820661,6.119098,233.820007,3.731827,2.663239,779.901123,30.640991,0,1,15.202824,45.192177,0.017473858,-0.001236,0.037603,0.009861,1480.769531,1
492962.1544,5181025.993,492962.1544,5181025.993,543,806.80948,0.82166,5.067638,285.791351,4.060683,2.370928,779.973084,26.836426,0.463318,0.983028,13.444956,47.342487,0.022729989,-0.002179,0.026472,0.006155,1520.407837,1
492995.928,5181020.606,492995.9281,5181020.606,544,800.63838,0.877157,4.207964,482.223419,4.820356,2.575409,780.170166,20.468201,3.519592,0.853276,12.832428,63.605141,0.083564209,-0.00163,0.006815,0.001514,1589.369629,4
493023.6107,5181012.733,493023.6107,5181012.733,545,795.62597,0.872683,4.471068,579.24585,5.368278,1.691311,780.439331,15.186646,6.732361,0.692853,8.989221,75.242844,0.147948291,-0.005335,0.009353,0.001461,1672.533081,4
493045.7275,5181011.626,493045.7275,5181011.626,546,793.1208,0.853666,4.406772,610.262695,5.506936,1.531149,780.701355,12.419434,8.248657,0.600899,8.255224,69.781273,0.115753649,0.003408,0.018473,0.002652,1664.872437,4
493086.6924,5181007.828,493086.6924,5181007.828,547,789.49252,0.765621,8.306879,753.816162,7.319233,0.570044,781.297791,8.194702,10.254333,0.444181,3.349434,23.630386,0.003086552,-0.001532,-0.083471,-0.004877,1673.158813,4
493129.514,5181030.558,493129.5141,5181030.558,548,786.32061,0.764035,3.89351,313.217133,4.500825,2.05566,782.506348,3.81427,12.213379,0.237981,11.511392,33.071533,0.000718292,-0.007282,0.003854,0.000769,1520.198242,1
493152.8117,5181006.123,493152.8117,5181006.123,549,788.76848,0.865215,1.792943,211.168533,3.809044,2.739668,781.949463,6.819031,8.915527,0.433379,15.335381,55.304615,0.047975938,0.001656,0.023627,0.006249,1517.971436,1
493192.6269,5181009.404,493192.6269,5181009.404,550,783.53091,0.739989,-1.904759,720.900513,5.907154,1.174302,781.543518,1.987366,13.284912,0.130129,6.552416,18.512951,0.010015128,-0.005016,0.014101,0.001609,1605.735107,4
493219.1067,5181012.106,493219.1067,5181012.106,551,781.57356,0.796986,-14.635035,472.140411,6.116413,0.35999,781.231262,0.342285,14.880737,0.022485,2.893955,56.862881,0.053954774,-0.003048,0.012133,0.000613,1702.564209,4
493239.5389,5181028.823,493239.5389,5181028.823,552,781.66418,0.827101,-17.61478,3187.752441,7.742453,0.687487,780.847595,0.816589,14.666748,0.05274,3.586756,184.533447,0.951418223,0.003388,0.03321,0.002078,1800.049072,2
493274.8161,5181015.979,493274.8161,5181015.979,553,781.21559,0.804141,-5.178591,2672.863525,8.584225,0.437514,780.458435,0.757141,14.713379,0.048941,2.371353,199.120346,0.9910129,-0.002119,-0.071681,-0.002966,1775.990723,2
493305.6224,5181012.445,493305.6224,5181012.445,554,782.79743,0.792503,-0.350769,545.670532,5.7123,1.406966,780.243286,2.554138,12.944885,0.164793,7.589509,225.706818,0.98132977,-0.00487,-0.012104,-0.001599,1822.398193,3
493336.7909,5181011.174,493336.7909,5181011.174,555,786.30851,0.805544,10.37976,206.968521,4.555501,1.044953,780.122498,6.186035,9.292297,0.399658,7.261052,219.40184,0.993283458,0.003527,0.015397,0.001946,1829.836792,3
492858.62,5181046.696,492858.62,5181046.696,556,808.48174,0.724227,13.150429,280.709351,4.892154,1.066193,779.67688,28.804871,0.184631,0.993631,7.03543,11.95403,0.024595861,0.000007,-0.007015,-0.000859,1593.269409,4
492876.7068,5181052.896,492876.7068,5181052.896,557,806.91652,0.74991,5.199444,426.878265,5.315134,1.153803,779.706909,27.209595,0.836243,0.970183,7.009043,24.704836,0.002133754,-0.001728,0.00142,0.000173,1603.151733,4
492919.6765,5181042.041,492919.6765,5181042.041,558,803.79289,0.678614,0.656204,659.180908,5.047172,3.046703,779.81488,23.978027,3.863464,0.861234,13.938673,12.244408,0.02381698,-0.008391,-0.031286,-0.007536,1428.469238,1
492932.3383,5181065.075,492932.3383,5181065.076,559,799.70634,0.738541,-1.15414,1826.383423,6.808409,2.066324,779.872009,19.834351,5.927856,0.769901,8.476076,22.391605,0.004401924,-0.003683,-0.06661,-0.009818,1567.531616,1
492979.6174,5181061.523,492979.6174,5181061.523,560,797.1274,0.787554,2.938548,391.428314,4.515722,2.121677,780.121094,17.006287,6.429504,0.725654,11.735056,39.712517,0.007166682,-0.005736,0.010741,0.002185,1530.724609,1
492983.2329,5181052.727,492983.2329,5181052.727,561,798.91281,0.815531,3.160899,378.313812,4.359152,2.452747,780.120483,18.792297,4.827759,0.795608,13.21347,46.029495,0.019440163,0.000166,0.023829,0.005447,1521.172363,1
493020.1168,5181041.923,493020.1168,5181041.923,562,793.58599,0.833114,1.19099,679.614258,5.334948,2.227971,780.463501,13.122498,8.552856,0.605411,10.862781,54.442432,0.044811262,0.003451,0.00976,0.001839,1588.03125,4
493058.1072,5181058.689,493058.1072,5181058.689,563,787.98365,0.806766,-2.312086,1404.30249,6.883675,0.900602,780.997925,6.985718,12.752625,0.353916,4.81671,57.42065,0.056175267,-0.000549,-0.009305,-0.000781,1679.442261,4
493097.0665,5181058.716,493097.0665,5181058.717,564,786.13556,0.789832,-3.833249,3620.031006,8.446703,0.693743,781.61615,4.519409,13.692017,0.248163,3.28493,47.799202,0.023933175,-0.00076,-0.059097,-0.003386,1689.844727,4
493123.6167,5181049.005,493123.6167,5181049.005,565,785.80579,0.753088,2.070957,375.488159,5.015455,1.399748,782.546143,3.259644,13.092834,0.199336,8.302691,27.981989,0.000310097,-0.00543,0.013997,0.002021,1578.815308,4
493137.4942,5181045.326,493137.4942,5181045.326,566,784.96,0.775074,3.532964,414.319214,5.313913,1.105609,782.745117,2.214905,13.678528,0.13936,6.813109,36.599182,0.003312797,-0.009091,-0.011814,-0.001401,1618.956787,4
493168.3538,5181050.678,493168.3538,5181050.678,567,782.67204,0.799742,-29.597757,7409.307617,10.596645,0.248393,782.323608,0.34845,15.145325,0.02249,1.243042,184.083084,0.949714389,-0.003153,-0.150121,-0.003257,1757.886475,2
493211.7637,5181039.738,493211.7638,5181039.739,568,782.26286,0.827047,-17.952936,1863.255859,7.202035,0.620225,781.42572,0.837158,14.598206,0.054236,3.599119,184.785126,0.952358245,0.001885,0.028084,0.001763,1800.132935,2
493252.4427,5181040.21,493252.4428,5181040.21,569,782.48311,0.816472,-8.110635,4401.59082,8.744985,0.446082,780.676086,1.807007,14.024902,0.114137,2.351483,176.5439,0.917154236,0.00046,-0.008622,-0.000354,1778.143066,2
493262.0091,5181042.694,493262.0092,5181042.694,570,782.47396,0.805622,-5.090015,3791.73999,8.602302,0.721314,780.573547,1.900391,13.941956,0.119956,3.302049,205.985031,0.998772896,-0.001973,-0.052162,-0.003005,1788.637329,2
493300.1361,5181041.942,493300.1361,5181041.942,571,786.75792,0.812841,1.743625,254.090164,4.137949,1.818328,780.319641,6.438293,9.39563,0.406614,11.130168,222.325668,0.98847502,0.001355,0.00393,0.000759,1862.692139,3
493323.0066,5181039.359,493323.0066,5181039.359,572,787.60833,0.815261,11.297266,197.564621,4.449542,1.117012,780.218323,7.390015,8.299622,0.471013,7.7008,215.859482,0.99738763,0.006444,0.003164,0.000424,1840.371094,3
492850.9066,5181085.055,492850.9066,5181085.055,573,806.45109,0.833427,12.373325,370.583405,6.354783,0.409488,779.709595,26.741516,0.932861,0.966291,3.054943,108.617935,0.401324759,0.001243,-0.06286,-0.00335,1753.168701,2
492871.2188,5181092.913,492871.2188,5181092.913,574,805.60117,0.879328,-10.652104,960.305115,6.62003,1.014998,779.742004,25.859192,1.637634,0.940443,5.404107,129.558823,0.583030047,0.00089,-0.021311,-0.002007,1795.536865,2
492893.8134,5181077.926,492893.8134,5181077.926,575,803.56918,0.827067,-13.390673,1596.741333,6.674258,1.427289,779.766296,23.802856,3.041809,0.886689,6.737395,62.674042,0.079122274,0.000046,-0.025936,-0.003043,1666.53894,4
492927.9399,5181095.971,492927.9399,5181095.971,576,800.12953,0.919799,-8.053045,1713.377441,6.505555,1.964775,779.84906,20.280457,5.599609,0.783632,8.53409,107.761734,0.394011233,-0.001215,0.007786,0.001155,1768.851807,2
492964.8078,5181083.85,492964.8078,5181083.85,577,795.71108,0.774095,-5.974023,4684.984375,8.0091,1.79255,780.006104,15.704956,8.524292,0.648182,6.56353,36.043739,0.002779095,-0.004546,-0.058195,-0.006652,1623.026123,4
493004.723,5181076.98,493004.723,5181076.98,578,793.69918,0.819657,-0.337003,451.263763,4.826795,1.766389,780.255188,13.44397,9.043152,0.597852,9.951872,51.576542,0.035036437,0.004757,0.051602,0.008918,1594.590088,4
493028.2595,5181075.807,493028.2595,5181075.807,579,789.70998,0.836144,-1.127756,1363.76416,6.702941,1.088395,780.533752,9.176208,12.052795,0.432249,5.599689,73.954987,0.14005734,-0.002482,-0.013025,-0.001271,1696.792481,4
493067.0919,5181078.184,493067.0919,5181078.184,580,787.42948,0.835353,-4.404205,2817.448975,8.154188,0.826643,780.906677,6.522827,13.429077,0.326928,3.839399,91.956749,0.264931029,-0.000845,-0.062208,-0.004165,1733.18457,2
493084.9823,5181080.914,493084.9823,5181080.914,581,786.48049,0.830421,-9.887007,2790.085938,7.687664,0.604723,781.095642,5.384827,13.895386,0.279293,3.316712,95.036842,0.288982297,0.000174,0.021149,0.001224,1737.624145,2
493131.3269,5181074.378,493131.3269,5181074.378,582,784.22666,0.82452,-23.415136,21025.51953,10.332489,0.591377,782.657593,1.569092,14.736145,0.096232,2.296384,147.786224,0.733086971,-0.00126,-0.001345,-0.000054,1770.560791,2
493148.2907,5181077.161,493148.2907,5181077.161,583,783.62458,0.832886,-14.655327,11680.78516,9.480005,0.741198,782.449585,1.174988,14.864502,0.073256,2.991043,160.145096,0.82236274,0.000219,-0.065555,-0.003421,1786.39856,2
493177.122,5181092.105,493177.122,5181092.105,584,784.99831,0.822152,0.021337,1186.233032,6.725385,0.859025,781.308777,3.689514,13.350647,0.216519,4.766881,200.87796,0.993676447,-0.000891,0.002584,0.000215,1814.61084,3
493204.209,5181082.273,493204.209,5181082.273,585,784.94948,0.827257,-0.746578,1969.669556,7.413743,0.752141,781.089111,3.860352,12.767822,0.232157,3.979287,189.48764,0.96829831,-0.001918,0.011856,0.000823,1806.327637,3
493253.6711,5181069.953,493253.6711,5181069.953,586,783.47568,0.837623,-7.182574,2291.224853,7.787642,0.975224,780.63855,2.837158,13.335571,0.175429,4.502175,184.977264,0.953070007,-0.003702,-0.025894,-0.002033,1815.768799,3
493266.4028,5181073.328,493266.4028,5181073.328,587,784.53468,0.850315,-4.74123,2311.33374,7.106516,1.418615,780.542603,3.992065,12.367004,0.244028,6.333244,191.505783,0.974177838,-0.003433,-0.028413,-0.003134,1843.75,3
493293.0145,5181082.042,493293.0145,5181082.042,588,787.47031,0.692647,2.025148,812.543762,6.306769,1.404008,780.395752,7.074585,9.462341,0.427805,6.999488,276.80722,0.696913042,-0.003415,-0.04458,-0.005432,1707.86084,2
492854.4626,5181106.466,492854.4626,5181106.466,589,807.42505,0.868368,12.239984,504.898438,5.849313,0.744878,779.721497,27.703552,0.538086,0.980947,4.871742,148.144821,0.735850901,-0.000536,0.001498,0.000127,1810.326904,3
492875.7288,5181114.461,492875.7289,5181114.461,590,807.48291,0.91075,5.003823,497.579193,5.391113,1.313321,779.74939,27.733521,0.619324,0.978157,7.565846,154.433914,0.782727649,-0.000822,0.016482,0.00217,1853.534424,3
492910.0189,5181113.963,492910.0189,5181113.963,591,802.92079,0.963422,-2.415178,608.790527,5.225092,2.178935,779.824158,23.096619,3.576233,0.865922,10.860596,113.225082,0.441015364,0.000928,0.005797,0.001092,1790.672241,2
492932.6453,5181119.861,492932.6453,5181119.861,592,799.37925,0.936526,-3.320625,917.73584,5.770959,1.994434,779.878967,19.500305,6.315369,0.755367,9.511842,108.743568,0.402399788,-0.001208,-0.007898,-0.001305,1773.366455,2
492960.5905,5181117.625,492960.5905,5181117.625,593,795.12272,0.885975,-6.515499,1636.641357,6.624967,1.576887,779.987671,15.135071,9.37262,0.617564,7.249275,95.568161,0.293194786,0.000158,-0.004737,-0.000598,1736.775391,2
492989.9616,5181105.517,492989.9616,5181105.517,594,792.39909,0.808013,-7.829328,5651.316894,8.315711,1.130357,780.146057,12.253052,10.853638,0.530282,4.630178,59.055717,0.062926079,0.003373,0.039648,0.003201,1683.663208,4
493026.2871,5181102.326,493026.2871,5181102.326,595,790.16348,0.805846,-6.663785,2921.338135,7.659999,0.985332,780.341858,9.821594,12.117676,0.447672,4.611129,57.513172,0.056547672,0.000737,0.036188,0.002909,1681.544922,4
493053.8707,5181100.023,493053.8707,5181100.023,596,788.11985,0.822628,-6.85141,7019.73584,8.697054,0.954308,780.599243,7.52063,13.294922,0.361299,3.930277,76.254715,0.154273196,-0.001118,-0.006044,-0.000414,1712.488648,2
493085.6462,5181123.477,493085.6462,5181123.477,597,787.37541,0.833016,-3.6611,3144.081299,8.254251,0.509483,780.675415,6.700012,13.45752,0.332383,2.743203,141.097794,0.679980444,-0.001406,-0.017424,-0.000834,1773.954102,2
493114.6211,5181102.662,493114.6211,5181102.662,598,785.95286,0.83251,-4.781187,4271.909668,8.576894,0.530498,781.13678,4.816101,13.853943,0.257959,2.699374,135.51001,0.633703363,-0.001017,-0.026464,-0.001246,1769.975098,2
493150.4902,5181124.079,493150.4902,5181124.079,599,786.71151,0.835751,-1.716638,2017.495361,7.802806,0.790846,780.884766,5.826721,12.453186,0.31875,3.906533,178.6763,0.927121931,-0.000095,-0.023088,-0.001573,1806.092285,3
493175.0704,5181117.607,493175.0704,5181117.607,600,786.59927,0.809008,1.360296,777.517212,6.173742,0.932588,780.953857,5.645386,12.04895,0.31905,5.420691,213.140869,0.999248921,-0.001207,0.008635,0.000816,1814.718018,3
493204.4069,5181119.264,493204.4069,5181119.264,601,787.59642,0.859261,-1.280434,958.9245,6.465738,0.874637,780.793091,6.803345,10.639465,0.390037,4.994791,168.351227,0.873616326,0.001167,0.045806,0.003988,1822.864136,3
493241.5606,5181122.844,493241.5606,5181122.844,602,789.3565,0.798388,-0.360846,471.297607,5.200713,1.170531,780.53009,8.826416,8.864746,0.498917,7.185947,222.608231,0.987942707,-0.000669,0.009468,0.001184,1824.136108,3
493266.8972,5181100.035,493266.8972,5181100.035,603,788.47693,0.864526,-1.520107,449.762543,5.083508,1.146425,780.495178,7.98175,9.111023,0.466966,7.198531,188.639999,0.965655157,0.001777,0.036361,0.004556,1858.894898,3
493292.8707,5181102.71,493292.8707,5181102.71,604,788.47794,0.83369,4.256444,1242.878296,6.571929,1.122212,780.394104,8.083862,8.964722,0.474166,5.816367,199.083023,0.99095132,-0.001896,-0.052314,-0.005302,1832.28186,3
492858.5674,5181135.697,492858.5674,5181135.697,605,810.64264,0.908765,7.227244,369.743439,5.027383,1.347676,779.739868,30.902771,0,1,8.081827,165.828308,0.858627483,0.001706,0.019531,0.002746,1871.102173,3
492881.5522,5181151.046,492881.5522,5181151.046,606,811.53256,0.942418,3.294354,380.863647,4.759915,1.499423,779.768188,31.764343,0,1,8.996784,134.499344,0.62518446,0.00173,0.006295,0.000984,1838.32666,3
492914.1294,5181153.726,492914.1294,5181153.726,607,806.56493,1.011679,1.922489,462.247284,4.69393,2.832195,779.819336,26.745605,1.89386,0.933872,13.916571,111.461266,0.425761006,0.00237,0.011296,0.002717,1789.203857,2
492937.5494,5181136.482,492937.5494,5181136.482,608,800.55882,0.960406,-0.534471,732.912415,5.380856,2.347277,779.871887,20.686951,5.714355,0.783558,11.180913,106.502045,0.383294671,-0.002015,0.004575,0.000887,1767.876465,2
492979.6615,5181149.22,492979.6615,5181149.221,609,793.91413,0.893666,-3.188065,1752.04541,6.839882,1.324331,780.031738,13.882385,10.301208,0.574041,6.268312,126.320412,0.555044205,0.001517,-0.000004,0,1796.80188,2
492992.3263,5181135.228,492992.3263,5181135.228,610,792.27397,0.883067,-5.228877,2772.357178,7.386092,1.297511,780.090149,12.183838,11.380188,0.517052,5.747851,121.176079,0.510262505,-0.002335,-0.033128,-0.003318,1784.22522,2
493018.4698,5181133.25,493018.4698,5181133.25,611,790.12181,0.857762,-7.334363,5526.048828,8.397545,0.983462,780.234863,9.886963,12.528137,0.441085,4.173497,128.210495,0.571405115,-0.001231,-0.014776,-0.001075,1779.956299,2
493064.6665,5181151.808,493064.6666,5181151.808,612,789.7686,0.872017,-1.635619,1978.064941,7.163582,1.045698,780.33905,9.429565,12.047546,0.439052,5.126786,150.133331,0.751006971,-0.001702,0.002513,0.000225,1814.013428,3
493100.5991,5181151.648,493100.5991,5181151.648,613,788.47903,0.845677,-2.451053,2623.032227,7.951434,0.965675,780.484253,7.994751,12.269653,0.394522,4.375844,174.181564,0.905437778,-0.001606,-0.039749,-0.003033,1813.854492,3
493131.1997,5181150.571,493131.1998,5181150.571,614,788.95425,0.846108,-2.867763,1105.089111,6.499007,1.035012,780.544006,8.410217,11.084656,0.431407,5.56427,188.406784,0.964910033,-0.001978,0.007098,0.000688,1833.047485,3
493145.9103,5181139.925,493145.9103,5181139.925,615,787.47114,0.836926,-2.846935,1186.773804,6.622614,0.669111,780.760315,6.710815,12.044006,0.357818,4.090448,180.17186,0.933760634,-0.000982,0.020602,0.00147,1809.342285,3
493177.5491,5181143.424,493177.5491,5181143.424,616,788.86589,0.810128,1.503733,995.205994,6.465507,0.924667,780.635803,8.230103,10.2677,0.444923,5.183945,211.597092,0.999805765,0.000717,-0.018126,-0.001638,1813.283081,3
493199.7076,5181130.85,493199.7076,5181130.85,617,788.72826,0.838484,-2.499928,1579.168579,7.45768,0.510629,780.637756,8.090515,9.904907,0.449587,3.055228,129.434952,0.581963884,0.001646,0.010115,0.000539,1770.096436,2
493250.5286,5181138.483,493250.5286,5181138.483,618,791.1866,0.810554,1.349653,395.072021,5.026338,1.126995,780.471008,10.715576,7.314758,0.594308,7.171418,216.87413,0.996405742,-0.000292,0.025042,0.003126,1832.886108,3
493279.8175,5181147.771,493279.8175,5181147.771,619,793.73513,0.878223,4.447823,479.55481,5.195072,1.596572,780.392517,13.34259,5.131653,0.722227,8.851864,191.431076,0.973970634,-0.001219,0.005144,0.000792,1882.502441,3
493299.3257,5181139.204,493299.3257,5181139.204,620,792.70805,0.884428,2.944207,533.709351,5.335964,1.56236,780.365112,12.342957,5.669556,0.685243,8.561234,186.523727,0.958612562,-0.000816,0.014206,0.002115,1880.378052,3
492848.0363,5181182.491,492848.0363,5181182.491,621,818.02785,0.904904,22.079327,127.527321,3.874159,0.92389,779.73291,38.294922,0,1,7.325163,157.029892,0.8011158,0.006889,0.056422,0.007194,1853.696289,3
492872.8223,5181160.774,492872.8223,5181160.774,622,813.53033,0.918755,6.182355,298.817383,4.862134,1.215204,779.754395,33.77594,0,1,7.709762,143.141357,0.696500478,-0.001312,0.010087,0.001353,1840.949829,3
492911.4354,5181170.897,492911.4354,5181170.897,623,807.64576,0.984574,1.702763,373.042419,4.463078,2.768465,779.814941,27.830811,1.77478,0.940053,14.138113,95.083885,0.289354544,-0.002663,0.007906,0.001931,1715.602173,2
492933.1718,5181164.923,492933.1718,5181164.923,624,802.60647,0.980265,-0.005729,604.964661,5.097801,2.530892,779.859802,22.746643,4.698547,0.828803,12.217838,108.817101,0.403029221,-0.001594,0.000418,0.000088,1776.852539,2
492960.5203,5181170.115,492960.5203,5181170.115,625,798.41959,0.936803,-2.222651,1319.264282,6.194868,1.985164,779.930054,18.489563,7.38147,0.714682,8.958689,119.51741,0.495788658,-0.000673,0.001956,0.000305,1801.19458,2
492992.2674,5181167.629,492992.2674,5181167.629,626,794.34812,0.885748,-2.699711,2878.748535,7.654833,1.371163,780.03595,14.312195,9.917908,0.590678,5.753555,132.785095,0.610647407,-0.000816,-0.018783,-0.001883,1802.000244,2
493031.2672,5181163.961,493031.2673,5181163.961,627,791.73951,0.893516,-1.62914,2370.928467,7.082339,1.519638,780.178833,11.560669,11.142639,0.509206,6.652709,157.526474,0.80456397,-0.002586,-0.023679,-0.002743,1842.174072,3
493045.7319,5181169.519,493045.7319,5181169.519,628,791.43587,0.882621,-1.646443,2122.151611,7.034765,1.370368,780.215759,11.220093,11.143433,0.501714,6.248301,163.272934,0.842737242,-0.001327,0.003403,0.00037,1840.308227,3
493100.9034,5181177.409,493100.9034,5181177.409,629,790.52352,0.868777,-1.678214,2206.685547,7.34916,1.621969,780.350464,10.173035,10.565125,0.490547,6.705464,181.810501,0.940695022,0.000427,-0.049551,-0.005786,1852.493896,3
493112.4627,5181161.26,493112.4627,5181161.26,630,789.56292,0.852877,-2.079373,1564.93103,6.655055,1.41988,780.437073,9.125854,11.104675,0.451093,6.731376,192.598236,0.977115561,-0.002935,-0.001437,-0.000168,1849.789063,3
493151.1334,5181159.87,493151.1334,5181159.87,631,789.16304,0.847999,0.517317,1177.057373,6.504032,1.12949,780.560608,8.602417,10.454346,0.45141,5.894746,189.779358,0.96918428,-0.00126,-0.010959,-0.001126,1837.955933,3
493187.4006,5181185.074,493187.4006,5181185.074,632,792.43592,0.869312,-1.033433,681.841492,5.961167,1.008606,780.394409,12.041504,7.239929,0.624513,5.876465,171.710602,0.89244552,-0.001137,0.00385,0.000394,1838.511475,3
493196.7725,5181178.137,493196.7725,5181178.137,633,791.33112,0.854028,-2.104088,1080.499634,6.576688,0.905548,780.433166,10.897949,8.129395,0.572752,5.036652,175.186829,0.910508997,-0.001142,-0.016052,-0.001409,1825.352783,3
493255.3485,5181175.483,493255.3485,5181175.483,634,794.94986,0.765341,1.296587,388.171143,4.882872,1.73876,780.393738,14.556152,4.911743,0.7477,9.773206,236.681213,0.946759335,-0.002575,0.005798,0.000984,1815.812622,3
493276.8493,5181172.032,493276.8493,5181172.032,635,797.66478,0.824045,3.793446,285.293701,4.345059,1.659428,780.37793,17.286865,2.554626,0.871248,10.180469,217.314133,0.995931535,-0.001444,0.023071,0.004078,1865.889648,3
493290.4506,5181180.122,493290.4506,5181180.122,636,800.83663,0.880915,6.072726,212.09874,4.355731,1.397313,780.359924,20.476685,0.39386,0.981128,9.059298,191.259796,0.973492536,0.003165,0.035397,0.005573,1886.157471,3
492869.9918,5181192.332,492869.9918,5181192.332,637,816.24433,0.904158,10.119816,156.892883,3.698115,1.41675,779.75177,36.492554,0,1,9.98633,84.529457,0.209857838,0.002791,0.070927,0.0123,1696.035644,4
492903.9054,5181202.903,492903.9054,5181202.903,638,809.91432,0.905561,2.681747,359.495209,4.738371,1.864872,779.790466,30.12384,0.687622,0.977683,10.44379,82.566833,0.196082198,-0.000755,0.004611,0.000836,1685.678833,4
492937.6173,5181207.075,492937.6173,5181207.075,639,804.81994,0.934958,-2.617637,814.545532,5.690127,1.854916,779.842529,24.977417,3.428711,0.879297,9.15944,112.832634,0.437615933,-0.000153,-0.011685,-0.00186,1784.479126,2
492964.8262,5181199.407,492964.8262,5181199.407,640,799.88244,0.940955,-2.521683,2189.379395,6.930605,2.309585,779.913269,19.969177,6.501587,0.754386,8.983814,127.265762,0.563235932,-0.001757,-0.03899,-0.006089,1820.717285,3
493004.2569,5181207.528,493004.2569,5181207.528,641,797.53729,0.926251,-1.971607,1000.190185,6.005562,1.680362,780.00293,17.534363,7.523804,0.699746,8.2181,146.597382,0.723859116,-0.001172,0.002171,0.00031,1850.788208,3
493030.0372,5181204.267,493030.0372,5181204.267,642,795.64952,0.894936,-1.892522,1548.611206,6.63389,1.436443,780.077698,15.571838,8.300964,0.652284,6.802989,158.930923,0.814191495,-0.002139,-0.011247,-0.001332,1846.060059,3
493062.2627,5181194.706,493062.2627,5181194.706,643,793.91495,0.876611,-0.570911,973.642151,6.255137,1.173365,780.174744,13.740234,8.746582,0.611035,6.251142,169.906006,0.882494458,-0.001082,0.007074,0.00077,1843.983032,3
493102.5507,5181196.249,493102.5508,5181196.249,644,792.79334,0.871219,-1.13227,1740.275757,7.139687,1.492221,780.26123,12.532104,8.672302,0.591014,6.522123,178.109039,0.924527522,-0.000549,-0.044806,-0.005089,1849.969727,3
493127.3599,5181208.627,493127.3599,5181208.627,645,794.42572,0.859677,-2.111181,610.467773,5.713577,1.176372,780.264648,14.161072,6.686829,0.679256,6.732021,188.289078,0.964531036,-0.000157,0.025571,0.002998,1852.193848,3
493161.0736,5181196.037,493161.0736,5181196.037,646,793.53884,0.85483,0.569863,575.135681,5.713707,1.076638,780.345093,13.193726,6.522705,0.669174,6.344904,188.548676,0.965364298,-0.000737,0.013171,0.001456,1845.949707,3
493189.9262,5181193.981,493189.9262,5181193.982,647,793.39333,0.879914,-1.445253,710.581055,5.843023,1.247987,780.364258,13.029053,6.398987,0.670631,6.883112,175.130264,0.910226986,-0.001456,-0.003175,-0.000381,1855.345459,3
493221.8678,5181204.503,493221.8678,5181204.503,648,794.99421,0.856146,-5.292414,922.256653,5.98973,1.521257,780.351318,14.642883,5.135864,0.740334,7.705061,196.409943,0.986000896,-0.00033,-0.005423,-0.000727,1862.64209,3
493233.563,5181217.858,493233.563,5181217.858,649,796.74704,0.85808,-4.520282,724.760315,5.687883,1.56667,780.338074,16.408997,3.786987,0.812488,8.182137,197.790131,0.98868974,-0.000413,-0.002102,-0.000299,1868.592529,3
493276.9412,5181202.678,493276.9412,5181202.678,650,800.79594,0.692214,-1.222152,199.684326,3.987372,1.399182,780.353638,20.442322,0.815918,0.961619,9.526247,263.267822,0.79903767,0.003152,0.039821,0.00659,1736.536987,2
493306.157,5181188.845,493306.157,5181188.845,651,800.87715,0.906911,9.541473,238.393753,4.182595,1.416952,780.355896,20.52124,0.493774,0.976504,9.358983,179.856247,0.932384099,0.000248,0.005408,0.000879,1893.75354,3
492917.9833,5181228.298,492917.9833,5181228.298,652,808.42836,0.876794,-4.289907,324.92569,5.125084,0.982411,779.800537,28.627808,0.985779,0.966712,6.456665,97.403709,0.307882221,0.001641,-0.012257,-0.001378,1742.642456,2
492945.3595,5181242.407,492945.3595,5181242.407,653,808.4552,0.915344,1.292882,305.001678,4.793026,1.367777,779.845215,28.609985,0.562317,0.980724,8.42239,164.701309,0.851705471,0.002131,0.022026,0.003226,1874.931641,3
492969.1295,5181246.442,492969.1295,5181246.443,654,806.39317,0.959184,0.709174,406.032471,4.871009,1.884801,779.902466,26.490723,1.534973,0.94523,10.332912,151.75148,0.763117944,0.001897,0.013788,0.002473,1884.820435,3
493004.739,5181234.868,493004.739,5181234.868,655,801.70248,0.957659,-1.707561,687.460266,5.414232,2.050687,779.96875,21.733704,4.466064,0.829538,10.165971,149.967026,0.749750758,-0.000825,-0.003248,-0.000573,1879.53064,3
493023.2825,5181221.698,493023.2825,5181221.698,656,798.69238,0.927104,-2.257391,1113.646484,6.057844,1.841665,780.021851,18.670532,6.298767,0.74774,8.677134,157.074493,0.801426429,-0.001825,-0.013031,-0.001966,1870.597656,3
493045.683,5181247.121,493045.683,5181247.121,657,801.38974,0.914338,-0.50036,463.122498,4.793603,1.730444,780.040161,21.349609,3.479065,0.859877,9.859185,179.505142,0.930837353,0.001025,0.002809,0.000481,1900.881348,3
